date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,t-1,t-2,t-3,t-7,t-14,rolling_mean_3,rolling_std_3,rolling_max_3,rolling_min_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_min_14,rolling_mean_30,rolling_std_30,rolling_max_30,rolling_min_30,diff_1,diff_7,month_sin,month_cos,weekday_sin,weekday_cos,day_of_year_sin,day_of_year_cos,is_weekend,is_dry_season,target_reg_tomorrow,target_class_tomorrow
2022-09-10,36.32083333333333,24.95,539.0,40.30416666666667,5.1375,33.791666666666664,0.3112499999999999,0.0,1.45625,77.20833333333333,65.41666666666667,58.375,69.5,100.125,82.45833333333333,64.43055555555556,5.627674261414856,69.5,58.375,71.85714285714286,14.246118240441305,100.125,58.375,82.55654761904762,24.932781466402915,140.625,58.375,83.56527777777777,22.868315458985457,140.625,58.375,11.791666666666657,-22.91666666666667,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9368813462954315,-0.34964745525122826,1,0,81.58333333333333,1
2022-09-11,34.875,23.7875,647.0,30.791666666666668,2.7291666666666665,14.583333333333334,0.2054166666666666,0.0,1.1708333333333332,81.58333333333333,77.20833333333333,65.41666666666667,58.375,80.75,100.29166666666669,67.0,9.51597706199648,77.20833333333333,58.375,68.58333333333333,7.876653265611367,80.75,58.375,82.18154761904762,24.973819663289024,140.625,58.375,84.15138888888889,22.45516894766262,140.625,58.375,4.375,0.8333333333333286,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.9427611433904206,-0.33346877891818705,1,0,65.79166666666667,1
2022-09-12,34.5875,23.429166666666664,589.4166666666666,34.891666666666666,5.004166666666666,22.625,0.1691666666666667,0.0,1.84375,65.79166666666667,81.58333333333333,77.20833333333333,65.41666666666667,64.54166666666667,70.625,74.7361111111111,8.36206851292274,81.58333333333333,65.41666666666667,68.70238095238095,8.094473586682593,81.58333333333333,58.375,80.84523809523809,24.424724257750693,140.625,58.375,82.85972222222223,21.391436800896965,140.625,58.375,-15.791666666666657,1.25,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9483615800121716,-0.31719128858910595,0,0,110.125,2
2022-09-13,64.05833333333334,44.2625,1176.875,54.020833333333336,13.033333333333331,40.458333333333336,0.3579166666666666,0.0,1.9375,110.125,65.79166666666667,81.58333333333333,77.20833333333333,64.29166666666667,63.54166666666666,74.8611111111111,8.153298298734523,81.58333333333333,65.79166666666667,68.88095238095238,8.000630348843488,81.58333333333333,58.375,80.5,24.613725237872266,140.625,58.375,80.79722222222222,19.849652603836066,140.625,58.375,44.33333333333333,45.83333333333333,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9536809966304455,-0.300819807635668,0,0,90.875,1
2022-09-14,32.72083333333333,22.45833333333333,468.2916666666667,38.34166666666667,9.670833333333333,19.666666666666668,0.295,0.0,1.4166666666666667,90.875,110.125,65.79166666666667,81.58333333333333,69.5,71.0,85.83333333333333,22.470157678821725,110.125,65.79166666666667,75.42857142857143,17.146288374644072,110.125,58.375,83.82738095238095,25.284407129592626,140.625,58.375,81.03333333333333,20.16302807490545,140.625,58.375,-19.25,21.375,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9587178169872964,-0.2843591872810036,0,0,72.25,1
2022-09-15,43.8125,29.8625,434.5833333333333,32.3375,24.120833333333334,25.58333333333333,0.2429166666666666,0.0,1.9875,72.25,90.875,110.125,65.79166666666667,58.375,124.25,88.93055555555556,22.23053663903009,110.125,65.79166666666667,78.48214285714286,17.805174048113017,110.125,58.375,85.24702380952381,25.06580263256644,140.625,58.375,80.2875,19.326719135887277,140.625,58.375,-18.625,13.875,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.9634705485641486,-0.26781430516217486,0,0,84.16666666666667,1
2022-09-16,32.55416666666667,22.079166666666666,360.5,28.125,20.6875,26.0,0.3020833333333333,0.0,1.5208333333333333,84.16666666666667,72.25,90.875,110.125,65.41666666666667,140.625,91.08333333333333,18.93835944144406,110.125,72.25,80.46428571428571,15.859726331566025,110.125,65.41666666666667,81.53273809523809,22.570190722141056,140.625,58.375,79.44861111111112,19.102465198092023,140.625,58.375,11.916666666666671,18.75,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.9679377830240641,-0.25119006388481957,0,0,78.0,1
2022-09-17,41.47083333333333,28.133333333333336,427.5,33.666666666666664,21.745833333333334,30.45833333333333,0.3054166666666666,0.0,1.93125,78.0,84.16666666666667,72.25,90.875,77.20833333333333,100.125,82.43055555555556,9.433091624308126,90.875,72.25,83.14285714285714,14.412026732915255,110.125,65.79166666666667,77.5,14.960810629803948,110.125,58.375,80.00833333333334,18.982124455670785,140.625,58.375,-6.166666666666671,0.7916666666666714,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.9721181966290612,-0.23449138957041052,1,0,84.83333333333333,1
2022-09-18,36.7625,25.025,511.9583333333333,35.45,19.7625,27.125,0.2675,0.0,1.9520833333333332,84.83333333333333,78.0,84.16666666666667,72.25,81.58333333333333,80.75,78.1388888888889,5.959547273384369,84.16666666666667,72.25,83.25595238095238,14.360710058567534,110.125,65.79166666666667,75.91964285714286,13.48255306890352,110.125,58.375,80.03055555555555,18.979274884980263,140.625,58.375,6.833333333333329,3.25,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.9760105506323682,-0.21772323039653224,1,0,75.0,1
2022-09-19,34.30833333333333,23.558333333333334,511.2916666666667,32.862500000000004,24.3125,30.0,0.215,0.0,2.216666666666667,75.0,84.83333333333333,78.0,84.16666666666667,65.79166666666667,64.54166666666667,82.33333333333333,3.767551518485711,84.83333333333333,78.0,83.7202380952381,14.35015393608784,110.125,65.79166666666667,76.21130952380953,13.638352708675162,110.125,58.375,80.2875,18.99075745025677,140.625,58.375,-9.833333333333329,9.208333333333329,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.9796136916454901,-0.20089055513063528,0,0,73.5,1
2022-09-20,35.0125,23.975,454.375,34.525,24.90833333333333,27.041666666666668,0.28125,0.0,2.0229166666666667,73.5,75.0,84.83333333333333,78.0,110.125,64.29166666666667,79.27777777777777,5.039657542745089,84.83333333333333,75.0,85.03571428571429,12.767517663004488,110.125,72.25,76.95833333333333,13.230311125541705,110.125,58.375,80.51944444444445,18.878194375013518,140.625,58.375,-1.5,-36.625,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.9829265519799822,-0.18399835165767986,0,0,81.41666666666667,1
2022-09-21,37.97916666666666,26.02916666666667,455.0,31.8875,20.9375,40.29166666666666,0.2933333333333333,0.125,2.1083333333333334,81.41666666666667,73.5,75.0,84.83333333333333,90.875,69.5,77.77777777777777,6.156147183762533,84.83333333333333,73.5,79.80357142857143,6.952580551331345,90.875,72.25,77.61607142857143,12.77314995062582,110.125,58.375,80.64305555555555,18.81757199334645,140.625,58.375,7.916666666666671,-9.458333333333329,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.9859481499638303,-0.1670516255021195,0,0,65.33333333333333,1
