date,target_reg_tomorrow,target_class_tomorrow
2025-02-01,93.04166666666669,1
2025-02-02,82.04166666666667,1
2025-02-03,83.25,1
2025-02-04,94.66666666666669,1
2025-02-05,102.5,2
2025-02-06,104.625,2
2025-02-07,110.66666666666669,2
2025-02-08,92.625,1
2025-02-09,89.95833333333333,1
2025-02-10,96.125,1
2025-02-11,108.95833333333331,2
2025-02-12,97.91666666666669,1
2025-02-13,99.29166666666669,1
2025-02-14,111.875,2
2025-02-15,78.33333333333333,1
2025-02-16,59.833333333333336,1
2025-02-17,71.25,1
2025-02-18,87.16666666666667,1
2025-02-19,102.41666666666669,2
2025-02-20,79.0,1
2025-02-21,87.83333333333333,1
2025-02-22,73.16666666666667,1
2025-02-23,52.958333333333336,1
2025-02-24,61.29166666666666,1
2025-02-25,69.33333333333333,1
2025-02-26,69.33333333333333,1
2025-02-27,64.95833333333333,1
2025-02-28,53.79166666666666,1
2025-03-01,54.125,1
2025-03-02,59.16666666666666,1
2025-03-03,64.25,1
2025-03-04,70.625,1
2025-03-05,63.833333333333336,1
2025-03-06,58.91666666666666,1
2025-03-07,74.33333333333333,1
2025-03-08,82.29166666666667,1
2025-03-09,75.5,1
2025-03-10,71.70833333333333,1
2025-03-11,67.33333333333333,1
2025-03-12,52.29166666666666,1
2025-03-13,55.708333333333336,1
2025-03-14,58.875,1
2025-03-15,62.91666666666666,1
2025-03-16,78.625,1
2025-03-17,93.625,1
2025-03-18,92.375,1
2025-03-19,108.08333333333331,2
2025-03-20,123.66666666666669,2
2025-03-21,130.33333333333334,2
2025-03-22,103.83333333333331,2
2025-03-23,115.875,2
2025-03-24,88.29166666666667,1
2025-03-25,74.20833333333333,1
2025-03-26,76.0,1
2025-03-27,77.20833333333333,1
2025-03-28,64.91666666666667,1
2025-03-29,52.458333333333336,1
2025-03-30,104.58333333333331,2
2025-03-31,106.29166666666669,2
2025-04-01,101.125,2
2025-04-02,87.125,1
2025-04-03,71.875,1
2025-04-04,63.91666666666666,1
2025-04-05,61.958333333333336,1
2025-04-06,69.33333333333333,1
2025-04-07,76.41666666666667,1
2025-04-08,74.0,1
2025-04-09,65.16666666666667,1
2025-04-10,79.625,1
2025-04-11,66.41666666666667,1
2025-04-12,67.54166666666667,1
2025-04-13,66.58333333333333,1
2025-04-14,85.95833333333333,1
2025-04-15,82.20833333333333,1
2025-04-16,81.75,1
2025-04-17,80.75,1
2025-04-18,77.375,1
2025-04-19,65.08333333333333,1
2025-04-20,62.25,1
2025-04-21,59.75,1
2025-04-22,68.54166666666667,1
2025-04-23,101.08333333333331,2
2025-04-24,93.58333333333331,1
2025-04-25,72.75,1
2025-04-26,73.0,1
2025-04-27,67.79166666666667,1
2025-04-28,74.20833333333333,1
2025-04-29,81.83333333333333,1
2025-04-30,66.58333333333333,1
2025-05-01,57.458333333333336,1
2025-05-02,54.125,1
2025-05-03,75.58333333333333,1
2025-05-04,76.95833333333333,1
2025-05-05,87.0,1
2025-05-06,97.83333333333331,1
2025-05-07,109.54166666666669,2
2025-05-08,109.20833333333331,2
2025-05-09,87.83333333333333,1
2025-05-10,148.66666666666666,2
2025-05-11,131.5,2
2025-05-12,81.16666666666667,1
2025-05-13,89.08333333333333,1
2025-05-14,72.20833333333333,1
2025-05-15,88.08333333333333,1
2025-05-16,79.58333333333333,1
2025-05-17,67.54166666666667,1
2025-05-18,61.125,1
2025-05-19,71.20833333333333,1
2025-05-20,89.08333333333333,1
2025-05-21,80.75,1
2025-05-22,144.75,2
2025-05-23,147.5,2
2025-05-24,105.41666666666669,2
2025-05-25,76.95833333333333,1
2025-05-26,96.375,1
2025-05-27,100.33333333333331,2
2025-05-28,117.83333333333331,2
2025-05-29,124.83333333333331,2
2025-05-30,117.33333333333331,2
2025-05-31,153.04166666666666,3
2025-06-01,139.0,2
2025-06-02,148.79166666666666,2
2025-06-03,126.125,2
2025-06-04,151.0,3
2025-06-05,134.95833333333334,2
2025-06-06,152.95833333333334,3
2025-06-07,125.95833333333331,2
2025-06-08,132.45833333333334,2
